category,design,metric,value
amplifier,Alfio_RAFFC_Pin_3,dcgain,75.87195
amplifier,Alfio_RAFFC_Pin_3,gain_bandwidth_product,541380.0846646135
amplifier,Alfio_RAFFC_Pin_3,phase_in_deg,55.3409
amplifier,Alfio_RAFFC_Pin_3,pm_true,55.34106364888552
amplifier,Alfio_RAFFC_Pin_3,ph_xover,55.34106364888552
amplifier,Alfio_RAFFC_Pin_3,power,2.39603e-05
amplifier,Alfio_RAFFC_Pin_3,cmrrdc,-35.48445
amplifier,Alfio_RAFFC_Pin_3,dcpsrp,-36.60772
amplifier,Alfio_RAFFC_Pin_3,dcpsrn,-53.14844
amplifier,Alfio_RAFFC_Pin_3,vos25,-0.00161722
amplifier,Alfio_RAFFC_Pin_3,tc,0.00435296
amplifier,Alfio_RAFFC_Pin_3,sr_rise,0.0796055
amplifier,Alfio_RAFFC_Pin_3,sr_fall,0.0463435
amplifier,Fan_SMC_Pin_3,dcgain,108.8965
amplifier,Fan_SMC_Pin_3,gain_bandwidth_product,3865581.005615445
amplifier,Fan_SMC_Pin_3,phase_in_deg,55.0004
amplifier,Fan_SMC_Pin_3,pm_true,55.00051842042886
amplifier,Fan_SMC_Pin_3,ph_xover,55.000518420428875
amplifier,Fan_SMC_Pin_3,power,3.38633e-05
amplifier,Fan_SMC_Pin_3,cmrrdc,-36.8608
amplifier,Fan_SMC_Pin_3,dcpsrp,-35.00538
amplifier,Fan_SMC_Pin_3,dcpsrn,-53.98499
amplifier,Fan_SMC_Pin_3,vos25,0.000470124
amplifier,Fan_SMC_Pin_3,tc,0.00893385
amplifier,Fan_SMC_Pin_3,sr_rise,0.253199
amplifier,Fan_SMC_Pin_3,sr_fall,1.01057
amplifier,HoiLee_AFFC_Pin_3,dcgain,78.86302
amplifier,HoiLee_AFFC_Pin_3,gain_bandwidth_product,536012.7742633
amplifier,HoiLee_AFFC_Pin_3,phase_in_deg,55.0983
amplifier,HoiLee_AFFC_Pin_3,pm_true,55.09839653019675
amplifier,HoiLee_AFFC_Pin_3,ph_xover,55.09839653019674
amplifier,HoiLee_AFFC_Pin_3,power,4.89197e-06
amplifier,HoiLee_AFFC_Pin_3,cmrrdc,-39.52731
amplifier,HoiLee_AFFC_Pin_3,dcpsrp,-40.9469
amplifier,HoiLee_AFFC_Pin_3,dcpsrn,-56.48876
amplifier,HoiLee_AFFC_Pin_3,vos25,-2.13973e-05
amplifier,HoiLee_AFFC_Pin_3,tc,0.0101757
amplifier,HoiLee_AFFC_Pin_3,sr_rise,0.532272
amplifier,HoiLee_AFFC_Pin_3,sr_fall,0.0248882
amplifier,Leung_DFCFC1_Pin_3,dcgain,92.42563
amplifier,Leung_DFCFC1_Pin_3,gain_bandwidth_product,528491.8592418137
amplifier,Leung_DFCFC1_Pin_3,phase_in_deg,62.1689
amplifier,Leung_DFCFC1_Pin_3,pm_true,62.169026391679026
amplifier,Leung_DFCFC1_Pin_3,ph_xover,62.16902639167904
amplifier,Leung_DFCFC1_Pin_3,power,3.1723e-05
amplifier,Leung_DFCFC1_Pin_3,cmrrdc,-50.53037
amplifier,Leung_DFCFC1_Pin_3,dcpsrp,-41.9626
amplifier,Leung_DFCFC1_Pin_3,dcpsrn,-45.97412
amplifier,Leung_DFCFC1_Pin_3,vos25,0.00159185
amplifier,Leung_DFCFC1_Pin_3,tc,0.0101982
amplifier,Leung_DFCFC1_Pin_3,sr_rise,0.0813511
amplifier,Leung_DFCFC1_Pin_3,sr_fall,0.0869935
amplifier,Leung_DFCFC2_Pin_3,dcgain,93.73767
amplifier,Leung_DFCFC2_Pin_3,gain_bandwidth_product,3271610.1585287037
amplifier,Leung_DFCFC2_Pin_3,phase_in_deg,55.0418
amplifier,Leung_DFCFC2_Pin_3,pm_true,55.04192559256066
amplifier,Leung_DFCFC2_Pin_3,ph_xover,55.04192559256066
amplifier,Leung_DFCFC2_Pin_3,power,3.74864e-05
amplifier,Leung_DFCFC2_Pin_3,cmrrdc,-35.82325
amplifier,Leung_DFCFC2_Pin_3,dcpsrp,-35.00598
amplifier,Leung_DFCFC2_Pin_3,dcpsrn,-55.82914
amplifier,Leung_DFCFC2_Pin_3,vos25,0.000622516
amplifier,Leung_DFCFC2_Pin_3,tc,0.00414763
amplifier,Leung_DFCFC2_Pin_3,sr_rise,0.234607
amplifier,Leung_DFCFC2_Pin_3,sr_fall,0.541146
amplifier,Leung_NMCF_Pin_3,dcgain,100.0239
amplifier,Leung_NMCF_Pin_3,gain_bandwidth_product,516050.5345197139
amplifier,Leung_NMCF_Pin_3,phase_in_deg,55.0239
amplifier,Leung_NMCF_Pin_3,pm_true,55.024055664384676
amplifier,Leung_NMCF_Pin_3,ph_xover,55.02405566438466
amplifier,Leung_NMCF_Pin_3,power,1.54267e-05
amplifier,Leung_NMCF_Pin_3,cmrrdc,-51.28718
amplifier,Leung_NMCF_Pin_3,dcpsrp,-50.34592
amplifier,Leung_NMCF_Pin_3,dcpsrn,-69.83454
amplifier,Leung_NMCF_Pin_3,vos25,0.000282858
amplifier,Leung_NMCF_Pin_3,tc,0.00523534
amplifier,Leung_NMCF_Pin_3,sr_rise,0.0500041
amplifier,Leung_NMCF_Pin_3,sr_fall,0.0606407
amplifier,Leung_NMCNR_Pin_3,dcgain,89.18137
amplifier,Leung_NMCNR_Pin_3,gain_bandwidth_product,412993.85876730754
amplifier,Leung_NMCNR_Pin_3,phase_in_deg,56.9386
amplifier,Leung_NMCNR_Pin_3,pm_true,56.938777954938075
amplifier,Leung_NMCNR_Pin_3,ph_xover,56.938777954938075
amplifier,Leung_NMCNR_Pin_3,power,1.1158e-05
amplifier,Leung_NMCNR_Pin_3,cmrrdc,-35.98865
amplifier,Leung_NMCNR_Pin_3,dcpsrp,-34.52088
amplifier,Leung_NMCNR_Pin_3,dcpsrn,-50.58531
amplifier,Leung_NMCNR_Pin_3,vos25,0.000302077
amplifier,Leung_NMCNR_Pin_3,tc,0.00767395
amplifier,Leung_NMCNR_Pin_3,sr_rise,0.0158794
amplifier,Leung_NMCNR_Pin_3,sr_fall,0.0470311
amplifier,Peng_ACBC_Pin_3,dcgain,79.13051
amplifier,Peng_ACBC_Pin_3,gain_bandwidth_product,513323.7232096657
amplifier,Peng_ACBC_Pin_3,phase_in_deg,60.175
amplifier,Peng_ACBC_Pin_3,pm_true,60.17509591381577
amplifier,Peng_ACBC_Pin_3,ph_xover,60.17509591381577
amplifier,Peng_ACBC_Pin_3,power,7.50002e-06
amplifier,Peng_ACBC_Pin_3,cmrrdc,-38.7159
amplifier,Peng_ACBC_Pin_3,dcpsrp,-36.1941
amplifier,Peng_ACBC_Pin_3,dcpsrn,-48.41614
amplifier,Peng_ACBC_Pin_3,vos25,-0.00268906
amplifier,Peng_ACBC_Pin_3,tc,0.00527702
amplifier,Peng_ACBC_Pin_3,sr_rise,0.0452691
amplifier,Peng_ACBC_Pin_3,sr_fall,0.112207
amplifier,Peng_IAC_Pin_3,dcgain,106.6488
amplifier,Peng_IAC_Pin_3,gain_bandwidth_product,547733.8505577664
amplifier,Peng_IAC_Pin_3,phase_in_deg,78.1361
amplifier,Peng_IAC_Pin_3,pm_true,78.1362552735459
amplifier,Peng_IAC_Pin_3,ph_xover,78.13625527354588
amplifier,Peng_IAC_Pin_3,power,1.46005e-05
amplifier,Peng_IAC_Pin_3,cmrrdc,-51.01958
amplifier,Peng_IAC_Pin_3,dcpsrp,-50.21618
amplifier,Peng_IAC_Pin_3,dcpsrn,-71.14789
amplifier,Peng_IAC_Pin_3,vos25,0.000121534
amplifier,Peng_IAC_Pin_3,tc,0.00929075
amplifier,Peng_IAC_Pin_3,sr_rise,0.0675126
amplifier,Peng_IAC_Pin_3,sr_fall,0.156159
amplifier,Peng_TCFC_Pin_3,dcgain,101.541
amplifier,Peng_TCFC_Pin_3,gain_bandwidth_product,1905406.5497742263
amplifier,Peng_TCFC_Pin_3,phase_in_deg,55.1077
amplifier,Peng_TCFC_Pin_3,pm_true,55.10778351968932
amplifier,Peng_TCFC_Pin_3,ph_xover,55.10778351968932
amplifier,Peng_TCFC_Pin_3,power,4.20012e-05
amplifier,Peng_TCFC_Pin_3,cmrrdc,-38.44286
amplifier,Peng_TCFC_Pin_3,dcpsrp,-36.21018
amplifier,Peng_TCFC_Pin_3,dcpsrn,-49.07198
amplifier,Peng_TCFC_Pin_3,vos25,0.000428685
amplifier,Peng_TCFC_Pin_3,tc,0.00808721
amplifier,Peng_TCFC_Pin_3,sr_rise,0.120757
amplifier,Peng_TCFC_Pin_3,sr_fall,0.133011
amplifier,Qu2017_AZC_Pin_3,dcgain,105.5515
amplifier,Qu2017_AZC_Pin_3,gain_bandwidth_product,1209320.9381192052
amplifier,Qu2017_AZC_Pin_3,phase_in_deg,110.182
amplifier,Qu2017_AZC_Pin_3,pm_true,110.18244972370275
amplifier,Qu2017_AZC_Pin_3,ph_xover,110.18244972370275
amplifier,Qu2017_AZC_Pin_3,power,1.52984e-05
amplifier,Qu2017_AZC_Pin_3,cmrrdc,-43.96353
amplifier,Qu2017_AZC_Pin_3,dcpsrp,-50.0872
amplifier,Qu2017_AZC_Pin_3,dcpsrn,-49.88627
amplifier,Qu2017_AZC_Pin_3,vos25,-0.000338623
amplifier,Qu2017_AZC_Pin_3,tc,0.0131962
amplifier,Qu2017_AZC_Pin_3,sr_rise,0.0178455
amplifier,Qu2017_AZC_Pin_3,sr_fall,0.107808
amplifier,Qu_LEC_Pin_3,dcgain,119.6209
amplifier,Qu_LEC_Pin_3,gain_bandwidth_product,2112798.481918257
amplifier,Qu_LEC_Pin_3,phase_in_deg,89.763
amplifier,Qu_LEC_Pin_3,pm_true,89.7632339578754
amplifier,Qu_LEC_Pin_3,ph_xover,89.7632339578754
amplifier,Qu_LEC_Pin_3,power,1.34854e-05
amplifier,Qu_LEC_Pin_3,cmrrdc,-63.33435
amplifier,Qu_LEC_Pin_3,dcpsrp,-61.81044
amplifier,Qu_LEC_Pin_3,dcpsrn,-77.66074
amplifier,Qu_LEC_Pin_3,vos25,0.000173325
amplifier,Qu_LEC_Pin_3,tc,3.347261661021269e-07
amplifier,Qu_LEC_Pin_3,sr_rise,0.148334
amplifier,Qu_LEC_Pin_3,sr_fall,0.567216
amplifier,Ramos_PFC_Pin_3,dcgain,77.44389
amplifier,Ramos_PFC_Pin_3,gain_bandwidth_product,506099.49915665475
amplifier,Ramos_PFC_Pin_3,phase_in_deg,146.62
amplifier,Ramos_PFC_Pin_3,pm_true,177.11840568400348
amplifier,Ramos_PFC_Pin_3,ph_xover,177.1184056840035
amplifier,Ramos_PFC_Pin_3,power,2.13703e-05
amplifier,Ramos_PFC_Pin_3,cmrrdc,-45.52981
amplifier,Ramos_PFC_Pin_3,dcpsrp,-43.93084
amplifier,Ramos_PFC_Pin_3,dcpsrn,-60.56761
amplifier,Ramos_PFC_Pin_3,vos25,-0.000740303
amplifier,Ramos_PFC_Pin_3,tc,0.00589324
